Group_name_size,Byte_size,Number of files,Number of pairs in similarity results,NO. of pairs with similarity score equals 1,NO. of pairs with 0.95 <= similarity score < 1,NO. of pairs with 0.9 <= similarity score < .95,NO. of pairs with 0.8 <= similarity score < .9
group_409158_size_2,409158,2,1,0,0,0,0
group_251546_size_10,251546,10,7,0,0,0,0
group_174258_size_241,174258,241,217,0,0,0,0
group_607506_size_71,607506,71,64,0,0,0,0
group_88852_size_6,88852,6,5,0,0,0,0
group_35134_size_2,35134,2,1,0,0,0,0
group_165604_size_2,165604,2,1,0,0,0,0
group_183932_size_2,183932,2,1,0,0,0,0
group_148402_size_301,148402,301,261,0,0,0,0
group_61292_size_2,61292,2,1,0,0,0,0
group_52284_size_2,52284,2,1,0,0,0,0
group_267306_size_259,267306,259,230,0,0,0,0
group_121602_size_2,121602,2,1,0,0,0,0
group_374610_size_176,374610,176,158,0,0,0,0
group_147768_size_2,147768,2,1,0,0,0,0
group_107670_size_3,107670,3,2,0,0,0,0
group_95392_size_47,95392,47,38,0,0,0,0
group_102754_size_3,102754,3,2,0,0,0,0
group_117214_size_790,117214,790,692,0,0,0,0
group_98878_size_7,98878,7,5,0,0,0,0
group_203820_size_3,203820,3,2,0,0,0,0
group_204746_size_24,204746,24,22,0,0,0,0
group_192418_size_2,192418,2,1,0,0,0,0
group_39314_size_7,39314,7,6,0,0,0,0
group_276966_size_241,276966,241,216,0,0,0,0
group_117286_size_4,117286,4,3,0,0,0,0
group_551388_size_2,551388,2,1,0,0,0,0
group_250884_size_5,250884,5,4,0,0,0,0
group_296508_size_5,296508,5,4,0,0,0,0
group_249154_size_41,249154,41,37,0,0,0,0
group_207014_size_2,207014,2,1,0,0,0,0
group_218908_size_3,218908,3,2,0,0,0,0
group_381604_size_2,381604,2,1,0,0,0,0
group_256464_size_88,256464,88,77,0,0,0,0
group_165106_size_414,165106,414,363,0,0,0,0
group_258614_size_3,258614,3,2,0,0,0,0
group_100274_size_93,100274,93,83,0,0,0,0
group_136210_size_190,136210,190,168,0,0,0,0
group_60216_size_2,60216,2,1,0,0,0,0
group_187260_size_2,187260,2,1,0,0,0,0
group_147376_size_2,147376,2,1,0,0,0,0
group_100816_size_47,100816,47,42,0,0,0,0
group_135616_size_5,135616,5,4,0,0,0,0
group_126496_size_2,126496,2,1,0,0,0,0
group_266100_size_2,266100,2,1,0,0,0,0
group_47686_size_2,47686,2,1,0,0,0,0
group_358440_size_3,358440,3,2,0,0,0,0
group_154940_size_6,154940,6,4,0,0,0,0
group_98354_size_395,98354,395,350,0,0,0,0
group_31058_size_2,31058,2,1,0,0,0,0
group_59248_size_2,59248,2,1,0,0,0,0
group_614674_size_37,614674,37,32,0,0,0,1
group_240944_size_4,240944,4,3,0,0,0,0
group_552782_size_2,552782,2,1,0,0,0,0
group_286662_size_3,286662,3,2,0,0,0,0
group_364242_size_206,364242,206,183,0,0,0,0
group_22866_size_2,22866,2,1,0,0,0,0
group_249268_size_3,249268,3,2,0,0,0,0
group_336742_size_2,336742,2,1,0,0,0,0
group_176428_size_2,176428,2,1,0,0,0,0
group_396316_size_2,396316,2,1,0,0,0,0
group_83338_size_2,83338,2,1,0,0,0,0
group_159706_size_3,159706,3,2,0,0,0,0
group_251536_size_5,251536,5,4,0,0,0,0
group_108540_size_2,108540,2,1,0,0,0,0
group_119382_size_784,119382,784,703,0,0,0,0
group_176316_size_3,176316,3,2,0,0,0,0
group_75454_size_9,75454,9,8,0,0,0,0
group_50348_size_2,50348,2,1,0,0,0,0
group_94316_size_2,94316,2,1,0,0,0,0
group_128588_size_3,128588,3,2,0,0,0,0
group_191314_size_630,191314,630,570,0,0,0,0
group_254244_size_5,254244,5,4,0,0,0,0
group_140830_size_94,140830,94,84,0,0,0,0
group_157872_size_3,157872,3,2,0,0,0,0
group_183012_size_2,183012,2,1,0,0,0,0
group_309864_size_561,309864,561,506,0,0,0,0
group_127188_size_3,127188,3,2,0,0,0,0
group_95712_size_3,95712,3,2,0,0,0,0
group_133614_size_4,133614,4,3,0,0,0,0
group_72728_size_4,72728,4,3,0,0,0,0
group_236392_size_2,236392,2,1,0,0,0,0
group_128518_size_2,128518,2,1,0,0,0,0
group_68248_size_1017,68248,1017,888,1,0,0,0
group_163496_size_3,163496,3,2,0,0,0,0
group_48592_size_5,48592,5,4,0,0,0,0
group_62598_size_347,62598,347,299,0,0,0,0
group_248262_size_4,248262,4,2,0,0,0,0
group_322978_size_2,322978,2,1,0,0,0,0
group_96528_size_2,96528,2,1,0,0,0,0
group_274384_size_6,274384,6,4,0,0,0,0
group_81868_size_2,81868,2,1,0,0,0,0
group_504094_size_3,504094,3,2,0,0,0,0
group_142380_size_2,142380,2,1,0,0,0,0
group_271058_size_440,271058,440,391,0,0,0,0
group_404690_size_172,404690,172,153,0,0,0,0
group_138550_size_349,138550,349,309,0,0,0,0
group_156214_size_457,156214,457,414,0,0,0,0
group_80316_size_5,80316,5,4,0,0,0,0
group_245874_size_364,245874,364,318,0,0,0,0
group_203986_size_266,203986,266,236,0,0,0,0
group_182178_size_210,182178,210,188,0,0,0,0
group_262424_size_2,262424,2,1,0,0,0,0
group_59572_size_3,59572,3,2,0,0,0,0
group_162732_size_2,162732,2,1,0,0,0,0
group_159872_size_2,159872,2,1,0,0,0,0
group_417842_size_92,417842,92,83,0,0,0,0
group_244642_size_47,244642,47,43,0,0,0,0
group_179144_size_10,179144,10,8,0,0,0,0
group_88242_size_310,88242,310,276,0,0,0,0
group_170416_size_2,170416,2,1,0,0,0,0
group_283392_size_2,283392,2,1,0,0,0,0
group_81174_size_366,81174,366,322,0,0,0,0
group_201810_size_266,201810,266,235,0,0,0,0
group_73532_size_3,73532,3,2,0,0,0,0
group_175826_size_291,175826,291,263,0,0,0,0
group_196958_size_3,196958,3,2,0,0,0,0
group_225874_size_354,225874,354,304,0,0,0,0
group_197816_size_28,197816,28,27,0,0,0,0
group_413682_size_103,413682,103,87,0,0,0,0
group_122838_size_5,122838,5,3,0,0,0,0
group_95644_size_3,95644,3,2,0,0,0,0
group_236044_size_2,236044,2,1,0,0,0,0
group_159506_size_402,159506,402,359,0,0,0,0
group_73492_size_2,73492,2,1,0,0,0,0
group_87110_size_2,87110,2,1,0,0,0,0
group_383592_size_436,383592,436,387,0,0,0,0
group_129196_size_2,129196,2,1,0,0,0,0
group_155330_size_5,155330,5,4,0,0,0,0
group_64504_size_3,64504,3,2,0,0,0,0
group_418290_size_86,418290,86,83,0,0,0,0
group_97260_size_2,97260,2,1,0,0,0,0
group_436382_size_5,436382,5,4,0,0,0,0
group_230802_size_494,230802,494,441,0,0,0,0
group_575926_size_3,575926,3,2,0,0,0,0
group_104684_size_3,104684,3,2,0,0,0,0
group_356018_size_201,356018,201,180,0,0,0,0
group_22802_size_2,22802,2,1,0,0,0,0
group_89142_size_3,89142,3,2,0,0,0,0
group_149280_size_72,149280,72,66,0,0,0,0
group_140636_size_5,140636,5,4,0,0,0,0
group_57618_size_2129,57618,2129,1810,1,0,0,0
group_165282_size_2,165282,2,1,0,0,0,0
group_502534_size_2,502534,2,1,0,0,0,0
group_153970_size_168,153970,168,144,0,0,0,0
group_435270_size_2,435270,2,1,0,0,0,0
group_373318_size_2,373318,2,1,0,0,0,0
group_146232_size_2,146232,2,1,0,0,0,0
group_273120_size_6,273120,6,5,0,0,0,0
group_84716_size_80,84716,80,71,0,0,0,0
group_122250_size_2,122250,2,1,0,0,0,0
group_261138_size_540,261138,540,489,0,0,0,0
group_290526_size_2,290526,2,1,0,0,0,0
group_66426_size_5,66426,5,4,0,0,0,0
group_265682_size_387,265682,387,347,0,0,0,0
group_131888_size_6,131888,6,5,0,0,0,0
group_155890_size_159,155890,159,135,0,0,0,0
group_131906_size_3,131906,3,2,0,0,0,0
group_146172_size_3,146172,3,2,0,0,0,0
group_49732_size_2,49732,2,1,0,0,0,0
group_117074_size_156,117074,156,137,0,0,0,0
group_360680_size_2,360680,2,1,0,0,0,0
group_308378_size_2,308378,2,1,0,0,0,0
group_155878_size_3,155878,3,2,0,0,0,0
group_73606_size_4,73606,4,2,0,0,0,0
group_123056_size_2,123056,2,1,0,0,0,0
group_266116_size_7,266116,7,5,0,0,0,0
group_176274_size_434,176274,434,384,0,0,0,0
group_65312_size_3,65312,3,2,0,0,0,0
group_98106_size_4,98106,4,3,0,0,0,0
group_243592_size_2,243592,2,1,0,0,0,0
group_337810_size_198,337810,198,173,0,0,0,0
group_171658_size_3,171658,3,2,0,0,0,0
group_111914_size_2,111914,2,1,0,0,0,0
group_74984_size_2,74984,2,1,0,0,0,0
group_75746_size_2,75746,2,1,0,0,0,0
group_151912_size_6,151912,6,4,0,0,0,0
group_197992_size_3,197992,3,2,0,0,0,0
group_302674_size_369,302674,369,332,0,0,0,0
group_97428_size_4,97428,4,3,0,0,0,0
group_34512_size_7,34512,7,5,0,0,0,0
group_178578_size_397,178578,397,343,0,0,0,0
group_63226_size_2,63226,2,1,0,0,0,0
group_233488_size_3,233488,3,2,0,0,0,0
group_71542_size_2,71542,2,1,0,0,0,0
group_281010_size_467,281010,467,419,0,0,0,0
group_103964_size_2,103964,2,1,0,0,0,0
group_292716_size_3,292716,3,2,0,0,0,0
group_311794_size_461,311794,461,414,0,0,0,0
group_369618_size_221,369618,221,201,0,0,0,0
group_189514_size_2,189514,2,1,0,0,0,0
group_125434_size_2,125434,2,1,0,0,0,0
group_161738_size_2,161738,2,1,0,0,0,0
group_192464_size_2,192464,2,1,0,0,0,0
group_48638_size_2,48638,2,1,0,0,0,0
group_214722_size_170,214722,170,154,0,0,0,0
group_131614_size_2,131614,2,1,0,0,0,0
group_222268_size_134,222268,134,116,0,0,0,0
group_210736_size_2,210736,2,1,0,0,0,0
group_198258_size_355,198258,355,315,0,0,0,0
group_263866_size_2,263866,2,1,0,0,0,0
group_79654_size_3,79654,3,2,0,0,0,0
group_121796_size_2,121796,2,1,0,0,0,0
group_410450_size_104,410450,104,90,0,0,0,0
group_255762_size_342,255762,342,306,0,0,0,0
group_160480_size_19,160480,19,16,0,0,0,0
group_55186_size_32,55186,32,27,0,0,0,0
group_135598_size_3,135598,3,2,0,0,0,0
group_268818_size_591,268818,591,540,0,0,0,0
group_95964_size_3,95964,3,2,0,0,0,0
group_133712_size_2,133712,2,1,0,0,0,0
group_152532_size_670,152532,670,593,0,0,0,0
group_310386_size_347,310386,347,316,0,0,0,0
group_110544_size_7,110544,7,5,0,0,0,0
group_69378_size_4,69378,4,3,0,0,0,0
group_97998_size_2,97998,2,1,0,0,0,0
group_498614_size_2,498614,2,1,0,0,0,0
group_185844_size_4,185844,4,3,0,0,0,0
group_260768_size_3,260768,3,2,0,0,0,0
group_112608_size_385,112608,385,338,0,0,0,0
group_96010_size_2,96010,2,1,0,0,0,0
group_117650_size_454,117650,454,405,0,0,0,0
group_100082_size_333,100082,333,294,0,0,0,0
group_98322_size_57,98322,57,50,0,0,0,0
group_165058_size_3,165058,3,2,0,0,0,0
group_226058_size_2,226058,2,1,0,0,0,0
group_293820_size_494,293820,494,446,0,0,0,0
group_349852_size_3,349852,3,2,0,0,0,0
group_189366_size_56,189366,56,48,0,0,0,0
group_104524_size_3,104524,3,2,0,0,0,0
group_35118_size_2,35118,2,1,0,0,0,0
group_83132_size_11,83132,11,9,0,0,0,0
group_61818_size_4,61818,4,3,0,0,0,0
group_102740_size_2,102740,2,1,0,0,0,0
group_94196_size_6,94196,6,5,0,0,0,0
group_211892_size_163,211892,163,145,0,0,0,0
group_216076_size_3,216076,3,2,0,0,0,0
group_398354_size_122,398354,122,109,0,0,0,0
group_168606_size_4,168606,4,3,0,0,0,0
group_120818_size_111,120818,111,93,0,0,0,0
group_202310_size_3,202310,3,2,0,0,0,0
group_439634_size_69,439634,69,60,0,0,0,0
group_80932_size_3,80932,3,2,0,0,0,0
group_189960_size_247,189960,247,226,0,0,0,0
group_180202_size_3,180202,3,2,0,0,0,0
group_181648_size_3,181648,3,2,0,0,0,0
group_336722_size_279,336722,279,246,0,0,0,0
group_276508_size_56,276508,56,53,0,0,0,0
group_250502_size_2,250502,2,1,0,0,0,0
group_326518_size_3,326518,3,2,0,0,0,0
group_168552_size_1606,168552,1606,1446,0,0,0,0
group_72902_size_4,72902,4,3,0,0,0,0
group_53862_size_8,53862,8,6,0,0,0,0
group_474898_size_39,474898,39,32,0,0,0,0
group_129378_size_4,129378,4,3,0,0,0,0
group_178416_size_2,178416,2,1,0,0,0,0
group_178250_size_2,178250,2,1,0,0,0,0
group_69330_size_781,69330,781,677,0,0,0,0
group_122434_size_2,122434,2,1,0,0,0,0
group_120024_size_2,120024,2,1,0,0,0,0
group_85686_size_2,85686,2,1,0,0,0,0
group_186018_size_2,186018,2,1,0,0,0,0
group_215122_size_473,215122,473,418,0,0,0,0
group_407646_size_9,407646,9,7,0,0,0,0
group_108578_size_4,108578,4,3,0,0,0,0
group_63050_size_24,63050,24,20,0,0,0,0
group_89138_size_65,89138,65,54,0,0,0,0
group_53404_size_2,53404,2,1,0,0,0,0
group_227696_size_2,227696,2,1,0,0,0,0
group_101526_size_62,101526,62,53,0,0,0,0
group_398290_size_130,398290,130,115,0,0,0,0
group_205614_size_243,205614,243,221,0,0,0,0
group_345176_size_3,345176,3,2,0,0,0,0
group_123868_size_2,123868,2,1,0,0,0,0
group_172248_size_404,172248,404,363,0,0,0,0
group_68112_size_4,68112,4,3,0,0,0,0
group_425426_size_71,425426,71,66,0,0,0,0
group_367224_size_2,367224,2,1,0,0,0,0
group_367932_size_2,367932,2,1,0,0,0,0
group_236006_size_2,236006,2,1,0,0,0,0
group_74452_size_4,74452,4,3,0,0,0,0
group_149126_size_4,149126,4,3,0,0,0,0
group_149052_size_4,149052,4,2,0,0,0,0
group_108278_size_3,108278,3,2,0,0,0,0
group_601190_size_2,601190,2,1,0,0,0,0
group_48012_size_2,48012,2,1,0,0,0,0
group_255956_size_3,255956,3,2,0,0,0,0
group_96804_size_2,96804,2,1,0,0,0,0
group_61814_size_3,61814,3,2,0,0,0,0
group_521240_size_2,521240,2,1,0,0,0,0
group_399102_size_6,399102,6,4,0,0,0,0
group_274328_size_2,274328,2,1,0,0,0,0
group_61086_size_3,61086,3,2,0,0,0,0
group_260012_size_2,260012,2,1,0,0,0,0
group_302824_size_2,302824,2,1,0,0,0,0
group_176438_size_2,176438,2,1,0,0,0,0
group_125148_size_3,125148,3,2,0,0,0,0
group_220466_size_313,220466,313,280,0,0,0,0
group_44450_size_2,44450,2,1,0,0,0,0
group_125252_size_2,125252,2,1,0,0,0,0
group_516372_size_3,516372,3,2,0,0,0,0
group_76940_size_9,76940,9,8,0,0,0,0
group_146234_size_2,146234,2,1,0,0,0,0
group_55076_size_2,55076,2,1,0,0,0,0
group_340166_size_4,340166,4,3,0,0,0,0
group_166178_size_5,166178,5,3,0,0,0,0
group_45928_size_2,45928,2,1,0,0,0,0
group_182604_size_3,182604,3,2,0,0,0,0
group_99996_size_4,99996,4,3,0,0,0,0
group_194286_size_3,194286,3,2,0,0,0,0
group_159080_size_4,159080,4,3,0,0,0,0
group_92446_size_3,92446,3,2,0,0,0,0
group_155110_size_2,155110,2,1,0,0,0,0
group_129330_size_294,129330,294,262,0,0,0,0
group_598972_size_30,598972,30,29,0,0,0,0
group_477586_size_151,477586,151,138,0,0,0,0
group_196424_size_2,196424,2,1,0,0,0,0
group_635870_size_5,635870,5,4,0,0,0,0
group_103350_size_54,103350,54,46,0,0,0,0
group_199158_size_170,199158,170,152,0,0,0,0
group_62354_size_60,62354,60,52,0,0,0,0
group_123468_size_3,123468,3,2,0,0,0,0
group_152462_size_34,152462,34,29,0,0,0,0
group_192162_size_2,192162,2,1,0,0,0,0
group_76760_size_3,76760,3,2,0,0,0,0
group_343068_size_2,343068,2,1,0,0,0,0
group_447602_size_87,447602,87,79,0,0,0,0
group_453202_size_49,453202,49,42,0,0,0,0
group_228274_size_323,228274,323,292,0,0,0,0
group_76544_size_3,76544,3,2,0,0,0,0
group_244658_size_330,244658,330,294,0,0,0,0
group_440898_size_2,440898,2,1,0,0,0,0
group_276802_size_3,276802,3,2,0,0,0,0
group_431964_size_2,431964,2,1,0,0,0,0
group_138448_size_674,138448,674,603,1,0,0,0
group_223386_size_2,223386,2,1,0,0,0,0
group_230544_size_2,230544,2,1,0,0,0,0
group_170660_size_4,170660,4,3,0,0,0,0
group_104222_size_2,104222,2,1,0,0,0,0
group_180996_size_2,180996,2,1,0,0,0,0
group_51202_size_2,51202,2,1,0,0,0,0
group_208486_size_2,208486,2,1,0,0,0,0
group_316124_size_2,316124,2,1,0,0,0,0
group_237908_size_2,237908,2,1,0,0,0,0
group_208262_size_2,208262,2,1,0,0,0,0
group_174994_size_218,174994,218,194,0,0,0,0
group_45862_size_4,45862,4,3,0,0,0,0
group_208978_size_597,208978,597,539,0,0,0,0
group_156498_size_259,156498,259,222,0,0,0,0
group_421660_size_2,421660,2,1,0,0,0,0
group_36238_size_2,36238,2,1,0,0,0,0
group_134610_size_118,134610,118,104,0,0,0,0
group_51590_size_2,51590,2,1,0,0,0,0
group_623944_size_5,623944,5,3,0,0,0,0
group_376882_size_185,376882,185,166,0,0,0,0
group_263498_size_3,263498,3,2,0,0,0,0
group_97488_size_2,97488,2,1,0,0,0,0
group_115250_size_559,115250,559,500,0,0,0,0
group_139404_size_4,139404,4,3,0,0,0,0
group_208346_size_2,208346,2,1,0,0,0,0
group_71642_size_5,71642,5,4,0,0,0,0
group_624002_size_4,624002,4,3,0,0,0,0
group_166868_size_3,166868,3,2,0,0,0,0
group_70300_size_2,70300,2,1,0,0,0,0
group_60922_size_3,60922,3,2,0,0,0,0
group_56404_size_3,56404,3,2,0,0,0,0
group_154994_size_167,154994,167,146,0,0,0,0
group_159744_size_2,159744,2,1,0,0,0,0
group_89342_size_2,89342,2,1,0,0,0,0
group_250402_size_4,250402,4,3,0,0,0,0
group_477042_size_96,477042,96,85,0,0,0,0
group_94020_size_2,94020,2,1,0,0,0,0
group_261492_size_4,261492,4,3,0,0,0,0
group_313138_size_291,313138,291,259,0,0,0,0
group_117848_size_3,117848,3,2,0,0,0,0
group_76790_size_2,76790,2,1,0,0,0,0
group_468670_size_80,468670,80,72,0,0,0,0
group_317734_size_2,317734,2,1,0,0,0,0
group_158744_size_5,158744,5,4,0,0,0,0
group_123732_size_8,123732,8,6,0,0,0,0
group_330386_size_329,330386,329,296,0,0,0,0
group_34738_size_7,34738,7,6,0,0,0,0
group_408690_size_110,408690,110,100,0,0,0,0
group_303334_size_3,303334,3,2,0,0,0,0
group_86642_size_286,86642,286,253,0,0,0,0
group_261264_size_6,261264,6,5,0,0,0,0
group_421650_size_81,421650,81,72,0,0,0,0
group_123936_size_4,123936,4,3,0,0,0,0
group_391188_size_4,391188,4,3,0,0,0,0
group_125230_size_115,125230,115,101,0,0,0,0
group_354334_size_2,354334,2,1,0,0,0,0
group_80740_size_2,80740,2,1,0,0,0,0
group_58812_size_4,58812,4,3,0,0,0,0
group_108814_size_2,108814,2,1,0,0,0,0
group_521054_size_47,521054,47,41,0,0,0,0
group_37820_size_1121,37820,1121,924,6,0,0,0
group_232626_size_318,232626,318,281,0,0,0,0
group_35162_size_2,35162,2,1,0,0,0,0
group_233072_size_3,233072,3,2,0,0,0,0
group_96378_size_5,96378,5,3,0,0,0,0
group_157862_size_2,157862,2,1,0,0,0,0
group_296006_size_4,296006,4,2,0,0,0,0
group_80370_size_291,80370,291,254,0,0,0,0
group_54494_size_2,54494,2,1,0,0,0,0
group_182982_size_3,182982,3,2,0,0,0,0
group_38780_size_21,38780,21,18,0,0,0,0
group_233256_size_4,233256,4,3,0,0,0,0
group_30994_size_28,30994,28,22,0,0,0,0
group_77664_size_2,77664,2,1,0,0,0,0
group_528056_size_2,528056,2,1,0,0,0,0
group_203776_size_234,203776,234,207,0,0,0,0
group_457138_size_40,457138,40,33,0,0,0,0
group_93890_size_3,93890,3,2,0,0,0,0
group_375790_size_208,375790,208,184,0,0,0,0
group_328882_size_263,328882,263,242,0,0,0,0
group_353052_size_4,353052,4,3,0,0,0,0
group_123078_size_2,123078,2,1,0,0,0,0
group_105660_size_2,105660,2,1,0,0,0,0
group_107940_size_2,107940,2,1,0,0,0,0
group_234532_size_101,234532,101,87,0,0,0,0
group_154210_size_4,154210,4,3,0,0,0,0
group_51478_size_3,51478,3,2,0,0,0,0
group_461298_size_34,461298,34,28,0,0,0,0
group_54466_size_3,54466,3,2,0,0,0,0
group_366418_size_226,366418,226,205,0,0,1,0
group_258520_size_2,258520,2,1,0,0,0,0
group_117938_size_412,117938,412,366,0,0,0,0
group_177212_size_3,177212,3,2,0,0,0,0
group_120562_size_100,120562,100,89,0,0,0,0
group_81862_size_6,81862,6,4,0,0,0,0
group_80108_size_5,80108,5,4,0,0,0,0
group_161514_size_2,161514,2,1,0,0,0,0
group_462066_size_46,462066,46,40,0,0,0,0
group_86392_size_2,86392,2,1,0,0,0,0
group_160416_size_5,160416,5,4,0,0,0,0
group_67876_size_2,67876,2,1,0,0,0,0
group_192854_size_4,192854,4,2,0,0,0,0
group_330022_size_2,330022,2,1,0,0,0,0
group_211800_size_3,211800,3,2,0,0,0,0
group_32434_size_4,32434,4,3,0,0,0,0
group_295206_size_7,295206,7,5,0,0,0,0
group_33342_size_2,33342,2,1,0,0,0,0
group_106982_size_3,106982,3,2,0,0,0,0
group_54598_size_978,54598,978,844,0,0,0,0
group_40214_size_7,40214,7,5,0,0,0,0
group_430194_size_92,430194,92,80,0,0,0,0
group_267546_size_14,267546,14,10,0,0,0,0
group_195666_size_291,195666,291,267,0,0,0,0
group_172572_size_2,172572,2,1,0,0,0,0
group_124482_size_2,124482,2,1,0,0,0,0
group_85958_size_3,85958,3,2,0,0,0,0
group_127944_size_2,127944,2,1,0,0,0,0
group_385138_size_157,385138,157,141,0,0,0,0
group_349224_size_2,349224,2,1,0,0,0,0
group_494034_size_2,494034,2,1,0,0,0,0
group_153834_size_6,153834,6,5,0,0,0,0
group_68580_size_6,68580,6,5,0,0,0,0
group_90004_size_3,90004,3,2,0,0,0,0
group_323570_size_257,323570,257,233,0,0,0,0
group_238032_size_4,238032,4,3,0,0,0,0
group_133934_size_2,133934,2,1,0,0,0,0
group_125642_size_3,125642,3,2,0,0,0,0
group_193068_size_2,193068,2,1,0,0,0,0
group_148066_size_2,148066,2,1,0,0,0,0
group_50114_size_223,50114,223,191,0,0,0,0
group_358964_size_2,358964,2,1,0,0,0,0
group_273866_size_11,273866,11,9,0,0,0,0
group_113162_size_6,113162,6,4,0,0,0,0
group_52268_size_2,52268,2,1,0,0,0,0
group_198334_size_2,198334,2,1,0,0,0,0
group_176402_size_1399,176402,1399,1264,0,0,0,0
group_398706_size_173,398706,173,156,0,0,0,0
group_114070_size_3,114070,3,2,0,0,0,0
group_151472_size_3,151472,3,2,0,0,0,0
group_171978_size_4,171978,4,2,0,0,0,0
group_584844_size_2,584844,2,1,0,0,0,0
group_47004_size_2,47004,2,1,0,0,0,0
group_591938_size_2,591938,2,1,0,0,0,0
group_153362_size_179,153362,179,162,0,0,0,0
group_619468_size_3,619468,3,2,0,0,0,0
group_192818_size_360,192818,360,328,0,0,0,0
group_55656_size_5,55656,5,3,0,0,0,0
group_189662_size_4,189662,4,3,0,0,0,0
group_61098_size_1206,61098,1206,1037,0,0,0,0
group_104418_size_2,104418,2,1,0,0,0,0
group_238306_size_30,238306,30,25,0,0,0,0
group_150488_size_2,150488,2,1,0,0,0,0
group_379382_size_2,379382,2,1,0,0,0,0
group_320432_size_2,320432,2,1,0,0,0,0
group_138824_size_3,138824,3,2,0,0,0,0
group_323944_size_4,323944,4,3,0,0,0,0
group_147830_size_2,147830,2,1,0,0,0,0
group_130432_size_884,130432,884,779,0,0,0,0
group_86082_size_2,86082,2,1,0,0,0,0
group_294872_size_2,294872,2,1,0,0,0,0
group_190644_size_2,190644,2,1,0,0,0,0
group_96072_size_7,96072,7,6,0,0,0,0
group_73234_size_563,73234,563,489,0,0,0,0
group_59148_size_949,59148,949,813,4,0,0,0
group_180184_size_5,180184,5,4,0,0,0,0
group_167482_size_417,167482,417,372,0,0,0,0
group_116542_size_3,116542,3,2,0,0,0,0
group_259568_size_5,259568,5,4,0,0,0,0
group_464562_size_38,464562,38,31,0,0,0,0
group_279922_size_406,279922,406,358,0,0,0,0
group_174888_size_2,174888,2,1,0,0,0,0
group_127664_size_3,127664,3,2,0,0,0,0
group_59280_size_3,59280,3,2,0,0,0,0
group_418494_size_2,418494,2,1,0,0,0,0
group_130834_size_152,130834,152,132,0,0,0,0
group_165750_size_47,165750,47,42,0,0,0,0
group_272402_size_336,272402,336,299,0,0,0,0
group_127918_size_2,127918,2,1,0,0,0,0
group_542100_size_5,542100,5,3,0,0,0,0
group_422802_size_72,422802,72,65,0,0,0,0
group_101314_size_3,101314,3,2,0,0,0,0
group_118478_size_3,118478,3,2,0,0,0,0
group_234438_size_3,234438,3,2,0,0,0,0
group_153400_size_2,153400,2,1,0,0,0,0
group_149104_size_4,149104,4,3,0,0,0,0
group_199262_size_4,199262,4,3,0,0,0,0
group_339122_size_223,339122,223,199,0,0,0,0
group_170458_size_2,170458,2,1,0,0,0,0
group_304798_size_2,304798,2,1,0,0,0,0
group_165438_size_2,165438,2,1,0,0,0,0
group_459378_size_39,459378,39,34,0,0,0,0
group_231076_size_2,231076,2,1,0,0,0,0
group_206440_size_861,206440,861,760,0,0,0,0
group_266604_size_85,266604,85,73,0,0,0,0
group_234864_size_175,234864,175,154,0,0,0,0
group_92802_size_3,92802,3,2,0,0,0,0
group_96430_size_2,96430,2,1,0,0,0,0
group_503684_size_2,503684,2,1,0,0,0,0
group_223334_size_3,223334,3,2,0,0,0,0
group_176784_size_4,176784,4,3,0,0,0,0
group_63378_size_158,63378,158,133,0,0,0,0
group_338706_size_328,338706,328,298,0,0,0,0
group_267102_size_2,267102,2,1,0,0,0,0
group_36344_size_2,36344,2,1,0,0,0,0
group_253126_size_3,253126,3,2,0,0,0,0
group_247708_size_2,247708,2,1,0,0,0,0
group_79354_size_3,79354,3,2,0,0,0,0
group_220144_size_2,220144,2,1,0,0,0,0
group_62554_size_2,62554,2,1,0,0,0,0
group_305390_size_3,305390,3,2,0,0,0,0
